Title,Genre
Kuriyan Jawan Bappu Pareshan,"Comedy, Punjabi Overprotective-Father Daughters Marriage-Farce"
Mastizaade,"Comedy, Bollywood Adult-Comedy Sex-Farce Double-Roles"
Ghayal Once Again,"Action, Bollywood Crime Vigilante Youth-Protection Sequel"
Deadpool,"Action, Superhero R-Rated Comedy Anti-Hero Meta-Humor"
Neerja,"Drama, Biographical Hijack Survival Heroism True-Story"
Chano Kamli Yaar Di,"Drama, Punjabi Missing-Husband Canada-Journey Romance Emotional"
Tere Bin Laden: Dead Or Alive,"Comedy, Bollywood Satire Parody Fake-Video Sequel"
Zootopia,"Animation, Family Buddy-Cop Mystery Social-Metaphor"
Ardaas,"Drama, Punjabi Social-Issues Spiritual-Faith Human-Stories Faith"
Lohriye,"Drama, Punjabi Festival-Themed Cross-Border Culture-Romance"
Dhol Ratti,"Drama, Punjabi Emergency-Era Period-Piece Village-Pride War-Backdrop"
Kapoor And Sons,"Drama, Bollywood Family-Dysfunction Coming-Out Relationships Emotional"
Ice Age: The Great Egg-Scapade,"Animation, Family Prehistoric Holiday Easter Short"
Ambarsariya,"Comedy, Punjabi Undercover-Agent Spy Mystery Romance Masala"
Batman V Superman: Dawn Of Justice,"Action, Superhero Gladiator-Battle Lex-Luthor Vigilante-Clash World-Setup"
Canada Di Flight,"Comedy, Punjabi Immigration-Craze Foreign-Dream Friend-Group Chaos"
Fan,"Thriller, Bollywood Psychological Celebrity Doppelgänger Stalker Obsession"
Vaisakhi List,"Comedy, Punjabi Prison-Break Escape-And-Return Jail-Satire Drama"
Baaghi,"Action, Martial-Arts Martial-Arts-School Kidnap-Rescue Romance Revenge"
Captain America: Civil War,"Action, Superhero Ideological-Schism Accords Superhero-Clash Tragedy"
Azhar,"Drama, Biographical Sports Cricket Match-Fixing Courtroom Scandal"
Alice Through The Looking Glass,"Fantasy, Family Time-Travel Wonderland Origin-Stories Adventure"
X-Men: Apocalypse,"Action, Superhero Ancient-Mutant World-Destruction Mutant-War Apocalypse"
Housefull 3,"Comedy, Bollywood Wheelchair-Pretence Rich-Father Triple-Romance Slapstick"
Once Upon A Time In Amritsar,"Action, Punjabi Crime Police Thriller Youth-Awakening"
The Conjuring 2,"Horror, Supernatural Paranormal-Investigation Enfield-Poltergeist Demon-Nun Demon-Nun"
Finding Dory,"Animation, Family Amnesia Ocean-Rescue Parent-Search Sequel"
Udta Punjab,"Crime, Drama Drug-Crisis Crime-Thriller Politics Reality-Gritty"
Sardarji 2,"Comedy, Punjabi Vegetable-Seller Debt-Escape Multi-Role Chaos"
The Day Naruto Became Hokage,"Anime, Shonen Slice-Of-Life Family Ceremony Short"
Sultan,"Drama, Bollywood Sports Wrestling Redemption Small-Town Midlife-Comeback"
The Secret Life Of Pets,"Animation, Family Pet-Adventures Stray-Animals City-Survival"
Great Grand Masti,"Comedy, Bollywood Adult-Comedy Horror-Comedy Ghost-Farce Haunted-Mansion"
One Piece Heart Of Fold,"Anime, Shonen Action Pure-Gold Mad-Treasure Prequel-TieIn"
Ice Age: Collision Course,"Animation, Family Prehistoric Asteroid-Threat Cosmic-Adventure Comedy"
Madari,"Thriller, Bollywood Social-Issue Vigilante Kidnapping Political-Accountability"
One Piece Gold,"Anime, Shonen Action Casino-Ship Entertainment-Empire Freedom-Fight"
Batman: The Killing Joke,"Animation, Superhero Psychological R-Rated Joker-Origin Tragedy"
Bambukat,"Comedy, Punjabi Period Status-Rivalry In-Laws Social-Satire Drama"
Suicide Squad,"Action, Superhero Villain-Team Occult-Threat Government-Taskforce Anti-Hero"
Toofan Singh,"Action, Punjabi Historical Armed-Rebellion Youth-Revolutionary Biography"
Rustom,"Drama, Bollywood Courtroom Crime-Passion Naval-Officer Integrity True-Events"
Mohenjo Daro,"Action, Historical Ancient-Civilization Rebellion Tyranny Period-Romance"
Main Teri Tu Mera,"Comedy, Punjabi Daydreamer Illusion Reality-Shift Romance Drama"
A Flying Jatt,"Action, Bollywood Superhero Eco-Conscious Toxic-Villain Comedy-Origin"
Happy Bhag Jayegi,"Comedy, Bollywood Cross-Border Runaway-Bride Lahore Indo-Pak Confusion"
Your Name,"Anime, Fantasy Romance Body-Swap Comet-Disaster Cosmic-Connection"
Akira,"Action, Bollywood Crime-Thriller Corrupt-Police College-Girl Vigilante-Justice"
Dharam Yudh Morcha,"Drama, Punjabi Historical Sikh-Rights Movement Documented-Events"
Nikka Zaildar,"Comedy, Punjabi Period Arranged-Marriage Mistaken-Identity Grandparents-Control"
Pink,"Drama, Bollywood Courtroom Consent Women-Rights Social-Thriller Consent-Law"
A Silent Voice,"Anime, Drama Bullying Redemption Disability Deafness Coming-Of-Age"
M S Dhoni: The Untold Story,"Drama, Biographical Sports Cricket Railway-Collector Success-Journey"
Abhinetri No 1,"Comedy, Romance Family-Drama Showbiz-Parody"
Doctor Strange,"Action, Superhero Mystic-Arts Sorcery Multi-Universe Reality-Bending Origin"
Assassination Classroom The Movie 365 Days Time,"Anime, Action Compilation Memories School-Life-Nostalgia"
Moana,"Animation, Family Ocean-Voyage Demi-God Island-Curse Musical-Epic"
Mower Minions,"Animation, Family Slapstick Gardening Minion-Chaos Short"
Befikre,"Comedy, Bollywood Romance No-Strings Paris-Setting Modern-Relationships"
Leap!,"Animation, Family Ballet Paris Orphan Inspirational-Dance"
Mera Vyah Kara Do,"Comedy, Punjabi Marriage-Matrimonial Online-Profiles Family-Drama Chaos"
Rogue One: A Star Wars Story,"Sci-Fi, Space Opera Death-Star Plans Military Espionage Suicide-Mission"
Sing,"Animation, Family Musical Talent-Show Theatre-Rescue Animal-Performers"
Sardar Sahab,"Action, Punjabi Crime Gangster Politics Just-Leader Vigilante"
Surf'S Up 2: Wavemania,"Animation, Family Sports WWE-Crossover Surfing-Penguins"
Raees,"Action, Bollywood Crime Bootlegging Gangster-Empire Police-Cat-And-Mouse Prohibition"
Kaabil,"Action, Bollywood Blind-Protagonist Revenge-Thriller Crime Systematic-Failure"
Sing Thriller,"Animation, Family Halloween Musical Thriller-Parody Short"
John Wick: Chapter 2,"Action, Thriller Assassin-Guild Blood-Oath Rome Underworld-War"
Sadi Marzi,"Comedy, Punjabi Youth-Rebellion Family-Expectations Village-Drama Quirky"
Jolly Llb 2,"Comedy, Bollywood Courtroom Fake-Encounter Systematic-Corruption Satire-Justice"
The Ghazi Attack,"Action, Historical Submarine-Warfare Indo-Pak-1971 Under-Water Tension"
Lovers,"Comedy, Romance College Drama Misunderstandings"
Sargi,"Comedy, Punjabi Romance Immigration-Setup Triple-Suitor Love-Triangle"
Jora 10 Numbaria,"Action, Punjabi Crime Political-Mafia Feudal-Gangs Gritty-Origin"
Logan,"Action, Superhero R-Rated Dystopian Western-Vibe Aging-Mutant Legacy"
Tangled: Before Ever After,"Animation, Family Fantasy Magic-Hair Prequel TV-Movie Series-Setup"
Badrinath Ki Dulhania,"Comedy, Bollywood Romance Gender-Equality Dowry-Satire Small-Town-Mindset"
Beauty And The Beast,"Fantasy, Family Live-Action Musical Curse Romance Gothic-Castle"
Jindua,"Drama, Punjabi NRI Immigration-Fix Love-Triangle Green-Card Dilemma"
The Boss Baby,"Animation, Family Corporate-Baby Sibling-Rivalry Puppy-Threat Secret-War"
Rabb Da Radio,"Drama, Punjabi Family-Values Joint-Family Split Rural-Brotherhood Spiritual"
Naam Shabana,"Action, Bollywood Spy Prequel Undercover-Origin Female-Assassin Thriller"
Manje Bistre,"Comedy, Punjabi Marriage-Preparation Traditional-Gathering Village-Nostalgia Romance"
The Fate Of The Furious,"Action, Cyber-Terrorism Rogue-Leader Submarine-Chase Nuclear-Threat Rogue-Leader"
Begum Jaan,"Drama, Bollywood Historical Partition Brothel-Defense Freedom-Struggle Border-Line"
Baahubali 2: The Conclusion,"Action, Fantasy War-Epic Royal-Betrayal Kingdom-Climax Dynasty-Resolution"
Guardians Of The Galaxy Vol 2,"Action, Superhero Cosmic Space-Opera Celestial-Father Sibling-Bonds Space-Opera"
Hindi Medium,"Comedy, Bollywood Education-System Elite-School Admission-Racket Social-Class Satire"
Lu Over The Wall,"Anime, Fantasy Mermaid Music-Bending Mermaid-Culture Quirky-Art"
Pirates Of The Caribbean: Dead Men Tell No Tales,"Action, Fantasy Ghost-Pirates Poseidons-Trident Curse-Breaking Swashbuckler Sea-War"
Television,"Drama, Punjabi Social-Change Village-Era Cultural-Shift Tech-Arrival"
Saab Bahadur,"Crime, Punjabi Police-Mystery Murder-Investigation Rural-Thriller Intrepid-Cop"
Wonder Woman,"Action, Superhero WW1-Historical Mythological Amazon-Origin War-God-Battle"
Cars 3,"Animation, Family Racing-Sports Next-Gen Rivals Veteran-Retirement Mentorship-Legacy"
Bank Chor,"Comedy, Bollywood Heist-Parody Incompetent-Robbers Media-Circus Twists-Chaos"
Super Singh,"Comedy, Punjabi Superhero Turbaned-Hero Fantasy-Sikh Savior Slapstick-Comedy"
Puss In Book: Trapped In An Epic Tale,"Animation, Family Interactive-Story Fairy-Tale Portal-Book Short"
Tubelight,"Drama, Bollywood War-Backdrop Special-Needs Brotherhood Sino-Indian-War Belief-Power"
Despicable Me 3,"Animation, Family Twin-Brother Villain-Legacy Retro-Villain Minion-Strike"
Spider-Man: Homecoming,"Action, Superhero High-School-Life Mentor-IronMan Vulture Heist-Grounded"
War For The Planet Of The Apes,"Sci-Fi, Action Ape-Rebellion Military-Siege Concentration-Camp Survival-Tragedy"
The Black Prince,"Drama, Biographical Historical Last-King Sikh-Empire British-Exile Exile"
Munna Michael,"Action, Bollywood Dance-Tribute Gangster-Friendship Street-Dancer Romance"
Toilet: Ek Prem Katha,"Comedy, Bollywood Social-Issue Sanitation-Crisis Rural-Superstition Marriage-Survival Divorce-Threat"
Lucknow Central,"Drama, Bollywood Prison-Band Escape-Plan Inmate-Reformation True-Story Thriller"
Nikka Zaildar 2,"Comedy, Punjabi Period Second-Marriage Marital-Tangle Family-Crossfires Traditional"
The Adventurer,"Fantasy, Family Adventure Artifact-Hunt Mystery-Mansion Steampunk"
Secret Superstar,"Drama, Bollywood Music Burka-Singer YouTube-Sensation Domestic-Abuse Female-Empowerment"
Dangar Doctor Jelly,"Comedy, Punjabi Animal-Doctor In-Laws Dispute Slapstick Outrageous-Chaos"
Golmaal Again,"Comedy, Bollywood Horror-Comedy Ghost-Mystery Haunted-Orphanage Friend-Group Childhood-Bond"
Sardar Mohammad,"Drama, Punjabi Partition-Identity Indo-Pak-Search Adoption Biological-Mother Heart-Warming"
Thor: Ragnarok,"Action, Superhero Space-Gladiator Asgard-Destruction Comedy-Shift Death-Goddess Space-Buddy"
Olaf'S Frozen Adventure,"Animation, Family Holiday Traditions Yule-Special Musical Short"
Coco,"Animation, Family Day-Of-The-Dead Land-Of-Dead Ancestor-Secret Music-Ban Guitarist-Dream"
Firangi,"Comedy, Bollywood Period Colonial-Era British-Satire Village-Healer Romance-Drama"
Krazy Tabbar,"Comedy, Punjabi In-Laws Status-Clash Family-Madness Marital-Confusion"
Sat Sri Akal England,"Comedy, Punjabi Visa-Craze Fake-Marriage UK-Bound Culture-Clash Romance"
Star Wars: Episode Viii - The Last Jedi,"Sci-Fi, Space Opera Force-Philosophy Resistance-Siege Luke-Hermit Subversion-Epic"
Tiger Zinda Hai,"Action, Bollywood Spy Hostage-Rescue Joint-Operation Terrorist-Base Sequel"
Yaar Pardesi,"Drama, Punjabi NRI Cross-Border Relationships Cultural-Values Diaspora-Conflict"
Pad Man,"Drama, Bollywood Biographical Menstrual-Hygiene Low-Cost-Sanitation Entrepreneurship Taboo-Breaking"
Punjab Singh,"Action, Punjabi Crime Gangster Rivalry Feudal Revenge-Gritty Drama"
Black Panther,"Action, Superhero Wakanda-Isolationism Throne-Usurpation Vibranium Afro-Futurism Legacy-Conflict"
Qismat,"Drama, Punjabi Romance Extramarital-Complexities Separation Terminal-Illness Musical-Tragedy"
Laung Laachi,"Comedy, Punjabi Marital-Agreement Live-In-After-Marriage Showbiz-Ambitions Romance-Drama"
Raid,"Crime, Bollywood Income-Tax-Raid Corrupt-Politician Fortress-Search True-Events Integrity"
Hichki,"Drama, Bollywood Tourette-Syndrome Underprivileged-Class Education Teacher-Inspirational Determination"
Sajjan Singh Rangroot,"Action, Punjabi WW1-Historical Sikh-Regiment Western-Front Trench-Warfare Honor"
Subedar Joginder Singh,"Action, Punjabi Biographical Sino-Indian-War Military-Valor Last-Stand History"
Golak Bugni Bank Te Batua,"Comedy, Punjabi Demonetization-Backdrop Cash-Crisis Elopement Small-Town Financial-Satire"
Avengers: Infinity War,"Action, Superhero Cosmic-Threat Infinity-Stones Half-Universe-Wipe Assembled-Tragedy"
Dana Paani,"Drama, Punjabi Military-Leave Orphan-Bonding Village-Simplicity Separation Life-Lessons"
Deadpool 2,"Action, Superhero X-Force Time-Travel Mutant-Child Protection Self-Aware Meta-Humor"
Harjeeta,"Drama, Biographical Sports Hockey World-Cup Underdog Disadvantaged-Background Perseverance"
Parmanu: The Story Of Pokhran,"Drama, Bollywood Historical Nuclear-Test CIA-Espionage Military-Secrecy Patriotism"
Solo: A Star Wars Story,"Sci-Fi, Space Opera Origin Smuggler-Heist Millennium-Falcon Kessel-Run Kessel-Run"
Veere Di Wedding,"Comedy, Bollywood Sisterhood Modern-Women Wedding-Anxiety High-Society Friend-Group"
Carry On Jatta 2,"Comedy, Punjabi Landlord-Deception Multi-Bride Chaos Slapstick Landmark-Sequel"
Incredibles 2,"Animation, Family Superhero Screenslaver Role-Reversal Elastic-Mission Baby-Powers"
Lust Stories,"Drama, Bollywood Anthology Modern-Relationships Infidelity Desires Sexual-Taboos"
Jurassic World: Fallen Kingdom,"Sci-Fi, Action Volcano-Eruption Dinosaur-Auction Gothic-Mansion Genetic-Hybrid-Horror"
Asees,"Drama, Punjabi Mother-Son Bond Family-Greed Moral-Virtues Devotion Emotional-Epic"
Sanju,"Drama, Biographical Actor-Controversies Drug-Addiction AK56-Case Father-Son Media-Trial"
Ant-Man And The Wasp,"Action, Superhero Quantum-Realm Shrinking-Tech Ghost-Villain FBI-Evading Chase-Comedy"
Hotel Transylvania 3: Summer Vacation,"Animation, Family Cruise-Ship Monster-Vacation Van-Helsing-Trap Vampire-Romance"
Vadhaiyaan Ji Vadhaiyaan,"Comedy, Punjabi Pre-Wedding Blindness Accident-Hiding Father-In-Law Lies-Chaos"
Aatish Baazi Ishq,"Drama, Punjabi Romance Action Rivalry Destructive-Love Family-Pride"
Soorma,"Drama, Bollywood Biographical Sports Hockey Paraplegic-Comeback Gunshot-Accident Determination"
Ashke,"Drama, Punjabi Bhangra-Culture Lost-Passion Dance-Academy Revival Diaspora-Nostalgia"
Mission: Impossible - Fallout,"Action, Spy Plutonium-Threat HALO-Jump Helicopter-Chase Counter-Terrorism Perfection"
My Hero Academia Two Heroes,"Anime, Shonen Action Moving-Island Quirk-Amplification Scientist-Betrayal"
Dakuan Da Munda,"Biography, Crime Punjabi Drug-Addiction Reform Gangster-Past True-Memoirs Rehabilitation"
Mr & Mrs 420 Returns,"Comedy, Punjabi Cross-Dressing Sibling-Confusion Marital-Farce Sequel-Chaos"
Satyamev Jayate,"Action, Bollywood Corrupt-Police Vigilante-Arsonist Brotherhood-Clash Brutal-Justice"
Gold,"Drama, Bollywood Historical Sports Hockey Free-India Olympic-Medal Manager-Struggle"
Happy Phirr Bhag Jayegi,"Comedy, Bollywood Mistaken-Identity China-Kidnapping Runaway-Bride Double-Happy Confusion"
Radhua,"Comedy, Punjabi Sci-Fi Time-Travel Village-1955 Accidental-Experiment Cultural-Farce"
Mar Gaye O Loko,"Comedy, Punjabi Supernatural Afterlife Heaven-Error Body-Switch Ghost-Farce Drama"
I Want To Eat Your Pancreas,"Anime, Drama Terminal-Illness High-School Life-Slice Secret-Diary Emotional-Tragedy"
Paltan,"Action, Bollywood Historical Sino-Indian-Clash NathuLa Military-Standoff Border-Defense War-Epic"
Bhajjo Veere Ve,"Comedy, Punjabi Bachelorhood Marriage-Crisis False-Pretence Village-Politics Family-Drama"
The Man Who Saved The World,"Documentary, Historical Cold-War Nuclear-Narrow-Escape Military-Protocol True-Hero"
Bhalwan Singh,"Comedy, Punjabi Period Colonial-Era Village-Underdog British-Defiance Comic-Militant"
Jagga Jiunda Hai,"Action, Punjabi Crime Police-Revenge Corruption Justice Masala-Thriller"
Venom,"Action, Superhero Alien-Symbiote Anti-Hero Buddy-Dynamics Journalism-Exposé Life-Foundation"
Afsar,"Comedy, Punjabi Government-Inspector Sub-Inspector Fake-Rank Marriage-Match-Demand Corruption-Satire"
Lattu,"Comedy, Punjabi Period Village-Electrification Lightbulb-Obsession Entrepreneur-Romance Cultural-Satire"
Son Of Manjeet Singh,"Drama, Punjabi Father-Son Generation-Gap Cricket-Aspiration Academic-Pressure Emotional-Reformation"
Badhaai Ho,"Comedy, Bollywood Mid-Age-Pregnancy Family-Embarrassment Social-Taboo Middle-Class Neighborhood-Gossip"
Aate Di Chidi,"Comedy, Punjabi Diaspora-Return Village-Realities Cultural-Preservation Generational-Satire Family-Drama"
Johnny English Strikes Again,"Comedy, Spy Cyber-Attack Analog-Agent Tech-Parody Slapstick Cyber-Terrorist"
Ranjha Refugee,"Comedy, Punjabi Indo-Pak Border Cross-Border-Lookalike Identity-Swap Marital-Confusion"
The Grinch,"Animation, Family Holiday Christmas-Heist Whoville Seuss-Adaptation Redemption-Comedy"
Pihu,"Thriller, Bollywood Minimalist Toddler-Trapped Survival House-Hazards High-Tension Drama"
Jatt Vs Ielts,"Comedy, Punjabi IELTS-Exam-Craze Visa-Chasing English-Coaching Rural-Youth Satire"
Ralph Breaks The Internet,"Animation, Family Internet-Satire Wi-Fi-Arcade Algorithm Disney-Princess-Parody Sibling-Rivalry"
Gidarh Singhi,"Comedy, Punjabi Magical-Charm Good-Luck Sweet-Shop Competitive-Business Romance-Drama"
2 0,"Sci-Fi, Bollywood Radiation-Threat Robot-Chitti Cellphone-Monster Eco-Vigilante Mega-Blockbuster"
Kedarnath,"Drama, Bollywood Disaster-Survival Inter-Faith-Romance Floods Pilgrimage-Tragedy Social-Divide"
Once Upon A Deadpool,"Action, Superhero PG13-Recut Bedtime-Story Framing-Narrative Fred-Savage Meta-Parody"
Spider-Man: Into The Spider-Verse,"Animation, Superhero Multi-Verse Miles-Morales Comic-Book-Style Dimension-Glitch Masterpiece"
Aquaman,"Action, Superhero Atlantis-Throne Underwater-War Sea-Monster Mythic-Trident Origin-Epic"
K G F: Chapter 1,"Action, Crime Gold-Mines Slave-Rebellion Stylized-Violence Messiah-Origin Period-Epic"
Zero,"Drama, Bollywood Dwarf-Protagonist Space-Mission Love-Triangle Sci-Fi-Romance Celebrity-Obsession"
The Accidental Prime Minister,"Drama, Biographical Political Cabinet-Control Bureaucracy Indian-Politics Memoir-Adaptation"
Do Dooni Paanj,"Comedy, Punjabi Education-System Teacher-Suing Unemployed-Youth Social-Satire Courtroom-Drama"
Battalion 609,"Action, Bollywood War Indo-Pak-Cricket LOC-Standoff Border-Soldiers Jingoistic-Drama"
Uri: The Surgical Strike,"Action, Bollywood Military-Retaliation Special-Forces Drone-Reconnaissance Counter-Terrorism True-Events"
15 Lakh Kado Aunga,"Comedy, Punjabi Political-Promise-Satire Bank-Account Village-Greed Government-Mockery"
Nadho Khan,"Drama, Punjabi Period Traditional-Wrestling Akharas Village-Honor Underdog-Fighter"
72 Hours: Martyr Who Never Died=0=1,"Action, Biographical War Jaswant-Singh Sino-Indian-1962 Ghost-Soldier"
Yarian Dildariyan,"Drama, Punjabi Romance Friendship Family-Ties Rural-Traditions Musical"
Manikarnika: The Queen Of Jhansi,"Action, Historical Rebellion Jhansi-Rani East-India-Company Freedom-War Epic"
Uda Aida,"Comedy, Punjabi Elite-Schooling Class-Complex Mother-Aspirations Cultural-Erosion Satire"
Alita: Battle Angel,"Sci-Fi, Action Cyborg-Combat Motorball Scrap-Yard Iron-City Manga-Adaptation"
Kala Shah Kala,"Comedy, Punjabi Dark-Complexion Taboo Wedding-Misunderstandings Outer-Beauty Village-Romance"
Jaddi Sardar,"Drama, Punjabi Brother-Rivalry Family-Divide Village-Politics Financial-Debt Land-Feud"
How To Train Your Dragon: The Hidden World,"Animation, Family Dragon-Utopia Night-Fury-Mate Warlord-Threat Separation Franchise-Conclusion"
High End Yaarriyan,"Drama, Punjabi UK-Diaspora Friendship-Test Flatmates Relationship-Crises Musical-Comedy"
Ishqaa,"Drama, Punjabi Romance Obsessive-Lover Psychological Separation Misunderstandings"
Total Dhamaal,"Comedy, Bollywood Treasure-Hunt Zoo-Chaos Slapstick-Adventure Star-Ensemble Sequel"
Captain Marvel,"Action, Superhero Cosmic Kree-Skrull-War 90s-Nostalgia Tesseract Amnesia-Origin"
Guddian Patole,"Comedy, Punjabi NRI-Sisters Maternal-Grandmother Village-Roots Cultural-Bridge Female-Centric"
Rabba Rabba Meh Barsa,"Drama, Punjabi Social-Issue Drought Faith Rural-Struggles Spiritual"
Kesari,"Action, Bollywood Historical Battle-Of-Saragarhi 21-Sikhs Last-Stand Afghan-Tribes Afghan-Tribes"
Rabb Da Radio 2,"Drama, Punjabi Joint-Family Integrity Maternal-House-Reunion Moral-Values Spiritual-Sequel"
Shazam!,"Action, Superhero Foster-Family Boy-To-Hero Sins-Villain Magic-Word Comic-Comedy"
Romeo Akbar Walter,"Action, Bollywood Spy 1971-Infiltration Triple-Identity Military-Intelligence Pakistan-Undercover"
Manje Bistre 2,"Comedy, Punjabi Canada-Wedding Diaspora-Nostalgia Traditional-Bistre Group-Chaos Sequel"
The Tashkent Files,"Mystery, Thriller Political-Conspiracy Prime-Minister-Death Committee-Investigation Media-Manipulation Truth-Search"
Saak,"Comedy, Punjabi Period Military-Desertion Love-Lies In-Laws-Deception Village-Traditions"
Mindo Taseeldarni,"Comedy, Punjabi Ego-Clash Government-Official False-Boasting Village-Romance Marital-Farce"
Avengers: Endgame,"Action, Superhero Time-Heist Infinity-Gauntlet Assembled-War Infinity-Saga-Conclusion Masterpiece"
Student Of The Year 2,"Comedy, Bollywood College-Rivalry Dignity-Trophy Sports-Track Romance Teen-Drama"
John Wick: Chapter 3 - Parabellum,"Action, Thriller Excommunicado Continental-War High-Table High-Stakes-Choreography"
India'S Most Wanted,"Action, Bollywood Spy Terrorist-Hunt Intelligence-Operation No-Guns-Mission True-Events"
Aladdin,"Fantasy, Family Live-Action Genie Magic-Lamp Agrabah Musical-Adventure"
Chandigarh Amritsar Chandigarh,"Comedy, Bollywood One-Day-Journey City-Tour Strangers-To-Lovers Conversational-Romance"
Muklawa,"Comedy, Punjabi Period Traditional-Custom Bride-Separation Secret-Courting Village-Rules"
Khatre Da Ghugu,"Comedy, Punjabi Superstition Fraud-Astrologer Middle-Aged-Crisis Fear-Of-Death Farce"
Parasite,"Thriller, Social-Satire Class-Conflict Under-House-Infiltration Domestic-Dark-Comedy Masterpiece"
Minion Scouts,"Animation, Family Camping Badges Slapstick Short"
The Secret Life Of Pets 2,"Animation, Family Farm-Vacation Pet-Anxiety Tiger-Rescue Superhero-Pet"
Dark Phoenix,"Action, Superhero Cosmic-Force Mutant-Division Alien-Infiltration XMen-Conclusion"
Munda Fareedkotia,"Comedy, Punjabi Border-Crossing Mistaken-Identity Indo-Pak-Village Culture-Swap Romance"
Rascal Does Not Dream Of A Dreaming Girl,"Anime, Drama Supernatural Puberty-Syndrome Time-Anomaly Emotional-Tragedy"
Toy Story 4,"Animation, Family Homemade-Toy Antique-Shop Carnival-Escape Forky Buzz-Woody-Farewell"
Ride Your Wave,"Anime, Fantasy Romance Surfing Firefighter-Ghost Water-Manifestation Grief"
Shaada,"Comedy, Punjabi Bachelor-Pride Matrimonial-Matchmaker Doll-Marriage Crazy-Romance Slapstick"
Article 15,"Crime, Bollywood Caste-Discrimination Rural-Investigating Caste-Politics Honor-Killing Reality-Gritty"
Spider-Man: Far From Home,"Action, Superhero Europe-School-Trip Mysterio Hologram-Illusion Elementals IronMan-Legacy"
Munda Hi Chahida,"Comedy, Punjabi Male-Child-Obsession Patriarchy-Satire False-Pregnancy Women-Empowerment"
Saka,"Drama, Punjabi Historical Nankana-Sahib Massacre Gurdwara-Liberation British-Collusion Martyrdom"
The Lion King,"Animation, Family Photorealistic-Remake Pride-Lands Pride-Lands Hamlet-Adaptation Musical"
Ardaas Karaan,"Drama, Punjabi Old-Age Separation Generation-Gap Spiritual-Perspective Life-Meaning Faith"
Chal Mera Putt,"Comedy, Punjabi Illegal-Immigrants UK-Living Roommates Indo-Pak-Bonding Deportation-Fear"
Ne Zha,"Animation, Fantasy Mythological Demon-Child Destiny-Defiance Dragon-Clan Epic"
Challe Mundeya,"Comedy, Punjabi Romance Marital-Confusion Friend-Group Engagement-Farce"
Fast & Furious Presents: Hobbs & Shaw,"Action, Buddy-Cop Cyber-Genetic-Villain Virus-Threat Samoa-Battle SciFi-Action"
One Piece Stampede,"Anime, Shonen Action Pirates-Expo Worst-Generation Bullet-Threat Ultimate-Alliance"
Batla House,"Action, Bollywood Fake-Encounter Police-Trial PTSD Nationalism Courtroom-Climax"
Surkhi Bindi,"Drama, Punjabi Beauty-Parlor Canada-Dream Supportive-Husband Female-Aspirations Realism"
Section 375,"Drama, Bollywood Courtroom Rape-Law Ambiguity Legal-Ethics False-Accusation Legal-Loophole"
Sho Sher Singh,"Action, Punjabi Police-Vigilante Crime Gangster Punjabi-Pride Masala-Drama"
Teri Meri Gal Ban Gayi,"Comedy, Punjabi College Romance Family Matchmaking Double-Marriage Confusion"
Battle At Big Rock,"Sci-Fi, Action Dinosaur-Encounter Camper-Survival Short Continuity-TieIn"
Nikka Zaildar 3,"Comedy, Punjabi Ghost-Possession Grandpa-Spirit Family-Deception Slapstick-Chaos Sequel"
Jugni Yaran Di,"Comedy, Punjabi College Rivalry Friendship Romance Mistakes"
Doorbein,"Comedy, Punjabi Period Bootlegging Liquor-Smuggling Smart-Cop Rural-Heist Satire"
Naukar Vahuti Da,"Comedy, Punjabi Marital-Split Driver-Disguise In-Laws-House Sibling-Pretence Farce"
War,"Action, Bollywood Spy Rogue-Mentor Face-Change Global-Chases Thriller-Spectacle"
Joker,"Crime, Drama Psychological Origin Gotham Mental-Illness Class-Uprising Masterpiece"
Weathering With You,"Anime, Fantasy Romance Climate-Anomaly Rain-Girl Tokyo-Runaway Sacrifice"
Tara Mira,"Comedy, Punjabi Caste-Prejudice Fake-Castes Inter-Caste-Love Father-Deception Chaos"
Ardab Mutiyaran,"Comedy, Punjabi Finance-Recovery Bold-Women Marital-Independence Corporate-Ego Social-Satire"
Terminator: Dark Fate,"Sci-Fi, Action Cybernetic-Protector Rev9-Threat Legacy-Return Alternate-Timeline"
Unni Ikki,"Comedy, Punjabi Date-Clash Marriage-Fix Lies-Web Friend-Circle Chaos"
Lukan Michi,"Comedy, Punjabi Village-Feud Cross-Border-Lover Secret-Marriage Hiding-Chaos Farce"
Jojo Rabbit,"Comedy, Drama WW2-Satire Imaginary-Hitler Hidden-Jewish-Girl Youth-Indoctrination Heartbreaking"
Jahlle Pe Gaye Palle,"Comedy, Punjabi Mental-Asylum Pretence Family-Property-Greed Outrageous-Slapstick Madness"
Frozen Ii,"Animation, Family Fantasy Enchanted-Forest Elemental-Spirits Origin-Secrets Musical-Epic"
How To Train Your Dragon: Homecoming,"Animation, Family Holiday Dragon-Festival New-Generation Reunion Short"
Why The Hell Are You Here Teacher? Thirteenth Period,"Anime, Comedy Ecchi OVA School-Romance Comedic-Situations"
Star Wars: Episode Ix - The Rise Of Skywalker,"Sci-Fi, Space Opera Sith-Emperor Clone-Threat Jedi-Ancestry Saga-Conclusion Finale"
My Hero Academia Heroes Risong,"Anime, Shonen Action Isolated-Island Nine-Villain Shared-OneForAll Epic-Climax"
